Name,customerID,Number of Calls,Voice National (Min.),Voice International (Min.),Voice Roaming (Min.),Voice Premium (Min.),Data National (MB),Data Roaming (MB),Data Premium (MB),Messaging National,Messaging International,Messaging Roaming,Messaging Premium,"Voice National Charge
ex. Tax
(GBP)","Voice International Charge
ex. Tax
(GBP)","Voice Roaming Charge
ex. Tax
(GBP)","Voice Premium Charge
ex. Tax
(GBP)","Data National Charge
ex. Tax
(GBP)","Data Roaming Charge
ex. Tax
(GBP)","Data Premium Charge
ex. Tax
(GBP)","Messaging National Charge
ex. Tax
(GBP)","Messaging International Charge
ex. Tax
(GBP)","Messaging Roaming Charge
ex. Tax
(GBP)","Messaging Premium Charge
ex. Tax
(GBP)","Usage Charge Total
ex. Tax
(GBP)","Recurring Charge
ex. Tax
(GBP)","Device Fee
ex. Tax
(GBP)","Daily Roaming Fee
ex. Tax
(GBP)","Monthly Roaming Fee
ex. Tax
(GBP)","Adjustments
ex. Tax
(GBP)","Credit
ex. Tax
(GBP)","Total
Taxable
(GBP)","Total
Non-Taxable
(GBP)","Total
ex. Tax
(GBP)","Total Tax
(GBP)","Total
(GBP)"
GAB,7266-GSSJX,1,10,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GABBY,3704-IEAXF,0,0,0,0,0,16.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,2.58,0,2.58,0.52,3.1
GABI,4774-HHGGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GABIJA,2843-CQMEG,17,29,0,0,0,"3,655.91",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GABOR,8007-YYPWD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GABRI,1723-HKXJQ,2,8,0,0,0,208.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GABRIEL,1530-ZTDOZ,0,0,0,0,0,"4,358.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
GABRIELA,9970-QBCDA,0,0,0,0,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GABRIEL-CORNEL,5006-MXVRN,0,0,0,0,0,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GABRIELE,4514-GFCFI,1,2,0,0,0,"1,116.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
GABRIELLA,6434-TTGJP,30,281,13,0,3,103.08,0,0,6,0,0,0,0,0.22,0,0.15,0,0,0,0,0,0,0,0.37,2.16,3.33,0,0,0,0,5.86,0,5.86,1.17,7.03
GABRIELLE,2824-MYYBN,30,80,63,0,0,"31,167.23",0,0,0,3,0,0,0,5.75,0,0,0,0,0,0,0,0,0,5.75,30.78,3.33,0,0,0,0,39.86,0,39.86,7.97,47.83
GABY,0742-NXBGR,0,0,0,0,0,517.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
GAELLE,9330-VOFSZ,2,5,0,0,0,29.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GAGAN,6933-VLYFX,3,14,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,2.26,0.45,2.71
GAGANDEEP,4817-QRJSX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GAGANEET,3804-RVTGV,4,0,124,0,0,345.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
GAIL,7975-TZMLR,6,4,0,0,0,"1,619.55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
GAJAN,1455-HFBXA,0,0,0,0,0,"8,599.30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
GALIYA,4256-ZWTZI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GANESH,7816-VGHTO,0,0,0,0,0,804.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
GANTZ,1841-YSJGV,0,0,0,0,0,97.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GARAM,0754-EEBDC,0,0,0,0,0,40.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GARETH,3727-JEZTU,16,3,0,59,0,19,0,0,0,0,2,0,0,0,48.41,0,0,0,0,0,0,0,0,48.41,2.16,3.33,10,0,0,0,15.49,48.41,63.9,3.1,67
GARIKAI,7270-BDIOA,0,0,0,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GARIMA,4918-FYJNT,52,474,0,0,0,993.17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
GARRATH,6416-TVAIH,5,20,0,0,7,44.89,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0.97,0,0,0,0,0.98,0,0.98,0.2,1.18
GARRIE,8869-TORSS,47,0,0,38,0,124.58,"12,109.29",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,35,0,0,0,55.61,0,55.61,11.12,66.73
GARRY,8861-HGGKB,92,258,0,0,0,"37,668.56",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.83,3.33,0,0,0,0,38.16,0,38.16,7.63,45.79
GARY,3315-TOTBP,42,64,140,0,0,"16,530.32",0,0,5,0,0,0,0,14.05,0,0,0,0,0,0,0,0,0,14.05,21.33,3.33,0,0,0,0,38.71,0,38.71,7.74,46.45
GAURAV,0637-UBJRP,0,0,0,0,0,111.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,1.83,0,1.83,0.37,2.2
GAUTAM,8815-LMFLX,0,0,0,0,0,130.06,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GAUTHAM,8622-ZLFKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GAUTIER,5446-DKWYW,1,1,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,2.26,0,2.26,0.45,2.71
GAVIN,5356-RHIPP,2,21,0,0,0,819.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
GAVINS,7839-NUIAA,5,17,0,0,0,"12,772.08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.63,3.33,0,0,0,0,21.96,0,21.96,4.39,26.35
GAYLE,1150-WFARN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBENGA,2886-KEFUM,25,83,0,0,0,"9,494.06",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,3.33,0,0,0,0,19.31,0,19.31,3.86,23.17
GED,9708-HPXWZ,17,41,0,0,0,251.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GEE,5320-BRKGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GEET,5485-ITNPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GEETHA,6661-EIPZC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEETU,9620-ENEJV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GEHAN,2215-ZAFGX,3,12,0,0,0,"6,519.53",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
GEIN,5753-QQWPW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GELA,7776-QGYJC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GEMA,3398-GCPMU,1,0,0,0,0,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GEMMA,2982-IHMFT,3,96,26,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,2.58,0,3.33,0,0,0,0,5.91,0,5.91,1.18,7.09
GENE,1140-UKVZG,49,109,167,155,1,831.73,"1,835.70",0,3,0,18,0,0,0,0,0.07,0,0,0,0,0,0,0,0.07,11.66,3.33,0,0,0,0,15.06,0,15.06,3.01,18.07
GENESIS,1029-QFBEN,78,436,0,1,0,"1,469.68",7.46,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,9.5,3.33,10,0,0,0,22.93,0,22.93,4.59,27.52
GENEVIEVE,0404-AHASP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,1.72,0,1.72,0.34,2.06
GENNADIY,3642-BYHDO,1,3,0,0,0,85.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GENNY,7517-LDMPS,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GEOFF,5909-ECHUI,0,0,0,0,0,"58,284.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.33,3.33,0,0,0,0,51.66,0,51.66,10.33,61.99
GEOFFERY,0112-QAWRZ,6,188,0,0,11,19.18,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.18,2.16,3.33,0,0,0,0,5.67,0,5.67,1.13,6.8
GEOFFREY,3209-ZPKFI,11,58,0,0,0,"2,613.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GEORGE,4443-EMBNA,6,30,0,0,0,138.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GEORGIA,7445-WMRBW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GEORGIANA,8915-NNTRC,4,0,76,0,0,462.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.33,0,0,0,0,7.22,0,7.22,1.44,8.66
GEORGIANA-NICOLETA,0570-BFQHT,57,142,14,0,0,"4,145.92",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,3.33,0,0,0,0,16.72,0,16.72,3.34,20.06
GEORGIE,8402-OOOHJ,47,64,0,0,0,"10,970.52",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
GEORGINA,7402-PWYJJ,42,74,0,0,0,"3,190.71",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GEORGIOS,5419-JKZNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GERAINT,0122-OAHPZ,0,0,0,0,0,35.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GERALD,8821-XNHVZ,0,0,0,0,0,955.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
GERALDINE,7551-JOHTI,12,19,0,0,0,"1,504.77",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
GERARD,9112-WSNPU,113,586,0,0,0,"41,947.48",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.53,3.33,0,0,0,0,40.86,0,40.86,8.17,49.03
GERARDO,5311-IHLEI,14,327,0,0,0,204.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GEREL,4872-JCVCA,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GERHARD,4822-RVYBB,0,0,0,0,0,61.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GERMAN,4011-ARPHK,3,21,0,0,0,139.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GERRIT,1169-SAOCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GERRY,3569-VLDHH,14,49,0,0,0,45.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GERT,5840-NVDCG,46,145,0,0,0,"3,555.55",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GETHIN,9359-JANWS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GHALIB,6898-RBTLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GHAUSIA,0650-BWOZN,16,83,0,0,0,"1,731.02",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,9.5,3.33,0,0,0,0,12.93,0,12.93,2.59,15.52
GIACOMO,7396-VJUZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GIAN,8314-HTWVE,20,168,0,0,0,"6,961.63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
GIANG,0991-BRRFB,64,332,12,293,0,"7,676.04","3,981.02",0,38,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
GIANMARIO,9620-QJREV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GIANNINA,6425-YQLLO,57,82,34,0,0,"30,146.47",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.43,3.33,0,0,0,0,32.76,0,32.76,6.55,39.31
GIBRIL,9847-HNVGP,55,199,71,0,0,"3,841.69",0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GIDEON,8665-UTDHZ,32,219,0,0,0,"2,133.89",0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GIJS,3803-KMQFW,38,73,0,40,0,"1,007.44","3,840.40",0,0,2,2,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,13.39,3.33,25,0,0,0,41.92,0,41.92,8.38,50.3
GILES,9361-YNQWJ,65,338,11,0,0,"1,077.43",0,0,4,1,0,0,0,1.14,0,0,0,0,0,0,0.1,0,0,1.24,9.5,3.33,0,0,0,0,14.07,0,14.07,2.81,16.88
GILES-C,4818-DRBQT,61,573,0,0,0,"7,782.49",0,0,10,2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,14.69,3.33,0,0,0,0,18.22,0,18.22,3.64,21.86
GILL,5989-OMNJE,14,9,0,0,0,"11,875.96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
GILLAM,0480-KYJVA,52,341,0,0,0,"2,664.27",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GILLIAN,6353-BRMMA,12,71,0,0,0,"1,677.35",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
GINA,6032-KRXXO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GINETTE,0488-GSLFR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GINO,3758-CKOQL,0,0,0,0,0,123.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GINTE,1114-CENIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GIORGIA,2452-SNHFZ,6,25,0,0,0,104.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GIORGIO,5550-VFRLC,2,63,0,0,0,184.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GIOVANNI,5456-ITGIC,24,275,0,0,0,"2,875.03",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GIRISH,3186-AJIEK,2,79,0,0,0,251.79,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GISELLE,5846-QFDFI,4,0,0,6,0,"2,050.59",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,40,0,0,0,54.99,0,54.99,11,65.99
GIULIA,4459-BBGHE,18,54,0,0,0,"23,421.71",0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,3.33,0,0,0,0,28.71,0,28.71,5.74,34.45
GIULIANA,8217-QYOHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIULIANO,8920-NAVAY,5,5,0,0,0,558.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
GIUSEPPE,7326-RIGQZ,0,0,0,0,0,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,1.72,0,1.72,0.34,2.06
GLEN,8961-QDZZJ,23,75,0,0,0,862.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
GLENDA,6925-BAYGL,4,26,0,0,0,"3,720.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GLENN,2207-QPJED,0,0,0,0,0,60.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GLENNIS,1494-EJZDW,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GLESNI,9696-RMYBA,1,7,0,0,0,540.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,0,0,0,2.36,0,2.36,0.47,2.83
GLODIE,8387-UGUSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLORIA,0885-HMGPY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
GLYN,0151-ONTOV,5,0,0,37,0,0,971.34,0,0,0,0,0,0,0,10.55,0,0,520,0,0,0,0,0,530.55,2.16,3.33,20,0,0,0,25.49,530.55,556.04,5.1,561.13
GOHAN,5126-RCXYW,2,2,0,0,0,875.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
GOHAR,6992-TKNYO,42,116,0,0,0,"2,179.60",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GOKCE,2982-VPSGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,1.18,0,1.18,0.24,1.42
GOMATHI,5887-IKKYO,2,9,0,0,0,120.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GOPIKA,1449-XQEMT,3,16,0,0,0,"1,076.03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
GOPIKKAA,1488-PBLJN,0,0,0,0,0,661.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
GORDAN,8878-RYUKI,42,"1,866",0,0,0,"2,558.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GORDON,3315-IKYZQ,0,0,0,0,0,37.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GOSIA,0691-IFBQW,92,406,0,0,0,"11,691.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,3.33,0,0,0,0,20.61,0,20.61,4.12,24.73
GOURAB,2428-ZMCTB,2,79,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GOURI,7054-ENNGU,32,162,0,0,0,"3,245.98",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,3.33,0,0,0,0,14.99,0,14.99,3,17.99
GOURY,4086-ATNFV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,1.61,0,1.61,0.32,1.93
GOUTHAM,4002-BQWPQ,44,44,0,0,0,"14,216.59",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.63,3.33,0,0,0,0,21.96,0,21.96,4.39,26.35
GRACE,8380-PEFPE,55,72,1,0,0,"59,059.92",232.84,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48.33,3.33,0,0,0,0,51.66,0,51.66,10.33,61.99
GRAEME,3717-LNXKW,2,43,0,0,0,136.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GRAHAM,3398-ZOUAA,1,0,0,0,4,"5,911.32",0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0.26,13.39,3.33,0,0,0,0,16.98,0,16.98,3.4,20.38
GRAINNE,8417-FMLZI,1,47,0,0,0,48.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GRANT,5485-WUYWF,45,173,0,0,0,"1,843.63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,3.33,0,0,0,0,12.83,0,12.83,2.57,15.4
GREG,5288-AHOUP,3,130,0,0,0,51.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GREGG,2519-TWKFS,78,37,0,0,0,"7,230.30",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69,3.33,0,0,0,0,18.02,0,18.02,3.6,21.62
GREGOR,7242-EDTYC,7,24,0,0,0,751.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
GREGORY,9415-DPEWS,2,24,0,0,0,677.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.33,0,0,0,0,10.24,0,10.24,2.05,12.29
GREIG,0907-HQNTS,0,0,0,0,0,145.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.33,0,0,0,0,5.49,0,5.49,1.1,6.59
GRETA,5666-MBJPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,3.33,0.67,4
